Tarih,Cadde,Enlem,Boylam,Yogunluk,Renk,Durum,Saat,Gun
2025-09-09 07:13:35.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,68,Turuncu,Akici Yogun,7,1
2025-11-07 16:22:01.274093,Manas Bulvarı,38.45,27.2,15,Yesil,Acik,16,4
2025-08-20 07:53:08.274093,Manas Bulvarı,38.45,27.2,85,Kirmizi,Cok Yogun,7,2
2025-11-03 01:21:27.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,1,0
2025-12-03 00:58:44.274093,Yeşildere Caddesi,38.405,27.155,25,Yesil,Acik,0,2
2025-08-20 12:04:15.274093,Altınyol (Anadolu Cad.),38.456,27.175,28,Yesil,Acik,12,2
2025-06-29 15:18:51.274093,Talatpaşa Bulvarı,38.432,27.142,74,Kirmizi,Cok Yogun,15,6
2025-12-20 00:41:43.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,0,5
2025-10-03 08:14:39.274093,Altınyol (Anadolu Cad.),38.456,27.175,80,Kirmizi,Cok Yogun,8,4
2025-07-22 22:56:09.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,26,Yesil,Acik,22,1
2025-10-17 22:48:49.274093,Yeşildere Caddesi,38.405,27.155,18,Yesil,Acik,22,4
2025-12-02 18:14:00.274093,Altınyol (Anadolu Cad.),38.456,27.175,86,Kirmizi,Cok Yogun,18,1
2025-09-10 16:16:16.274093,Manas Bulvarı,38.45,27.2,19,Yesil,Acik,16,2
2025-09-16 02:37:18.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,2,1
2025-12-03 13:03:14.274093,Yeşildere Caddesi,38.405,27.155,16,Yesil,Acik,13,2
2025-08-29 21:39:29.274093,Yeşildere Caddesi,38.405,27.155,22,Yesil,Acik,21,4
2025-11-20 17:55:59.274093,Altınyol (Anadolu Cad.),38.456,27.175,80,Kirmizi,Cok Yogun,17,3
2025-08-24 08:48:38.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,8,6
2025-12-12 00:08:16.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,0,4
2025-12-17 08:47:19.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,77,Kirmizi,Cok Yogun,8,2
2025-11-05 13:20:26.274093,Altınyol (Anadolu Cad.),38.456,27.175,12,Yesil,Acik,13,2
2025-11-19 08:41:23.274093,Yeşildere Caddesi,38.405,27.155,77,Kirmizi,Cok Yogun,8,2
2025-07-11 21:52:52.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,18,Yesil,Acik,21,4
2025-10-16 01:45:01.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,1,3
2025-09-21 19:04:55.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,19,6
2025-09-21 18:47:51.274093,Talatpaşa Bulvarı,38.432,27.142,11,Yesil,Acik,18,6
2025-09-02 16:58:53.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,16,1
2025-08-17 03:40:52.274093,Yeşildere Caddesi,38.405,27.155,16,Yesil,Acik,3,6
2025-08-17 03:14:46.274093,Manas Bulvarı,38.45,27.2,11,Yesil,Acik,3,6
2025-10-29 15:36:35.274093,Yeşildere Caddesi,38.405,27.155,17,Yesil,Acik,15,2
2025-09-25 02:10:47.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,2,3
2025-07-22 21:26:48.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,27,Yesil,Acik,21,1
2025-08-22 14:18:23.274093,Altınyol (Anadolu Cad.),38.456,27.175,24,Yesil,Acik,14,4
2025-10-20 13:16:37.274093,Altınyol (Anadolu Cad.),38.456,27.175,21,Yesil,Acik,13,0
2025-08-30 10:38:14.274093,Talatpaşa Bulvarı,38.432,27.142,17,Yesil,Acik,10,5
2025-08-24 09:39:17.274093,Yeşildere Caddesi,38.405,27.155,25,Yesil,Acik,9,6
2025-09-29 22:24:22.274093,Yeşildere Caddesi,38.405,27.155,13,Yesil,Acik,22,0
2025-08-30 17:14:40.274093,Altınyol (Anadolu Cad.),38.456,27.175,14,Yesil,Acik,17,5
2025-11-21 03:59:22.274093,Altınyol (Anadolu Cad.),38.456,27.175,29,Yesil,Acik,3,4
2025-10-06 10:39:44.274093,Yeşildere Caddesi,38.405,27.155,11,Yesil,Acik,10,0
2025-09-02 11:50:52.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,11,Yesil,Acik,11,1
2025-09-27 08:20:30.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,8,5
2025-07-29 12:53:04.274093,Yeşildere Caddesi,38.405,27.155,19,Yesil,Acik,12,1
2025-10-08 19:42:26.274093,Manas Bulvarı,38.45,27.2,82,Kirmizi,Cok Yogun,19,2
2025-12-21 13:16:49.274093,Altınyol (Anadolu Cad.),38.456,27.175,55,Turuncu,Akici Yogun,13,6
2025-07-03 13:33:42.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,13,3
2025-07-25 03:26:25.274093,Altınyol (Anadolu Cad.),38.456,27.175,21,Yesil,Acik,3,4
2025-07-20 06:04:05.274093,Manas Bulvarı,38.45,27.2,10,Yesil,Acik,6,6
2025-09-25 15:57:18.274093,Altınyol (Anadolu Cad.),38.456,27.175,25,Yesil,Acik,15,3
2025-09-18 10:10:12.274093,Talatpaşa Bulvarı,38.432,27.142,25,Yesil,Acik,10,3
2025-08-22 13:17:16.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,23,Yesil,Acik,13,4
2025-09-20 11:32:03.274093,Manas Bulvarı,38.45,27.2,27,Yesil,Acik,11,5
2025-08-12 17:39:23.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,79,Kirmizi,Cok Yogun,17,1
2025-12-03 15:24:49.274093,Altınyol (Anadolu Cad.),38.456,27.175,12,Yesil,Acik,15,2
2025-11-19 12:51:28.274093,Altınyol (Anadolu Cad.),38.456,27.175,18,Yesil,Acik,12,2
2025-12-06 20:02:33.274093,Altınyol (Anadolu Cad.),38.456,27.175,14,Yesil,Acik,20,5
2025-08-02 09:57:00.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,9,5
2025-11-13 02:51:31.274093,Manas Bulvarı,38.45,27.2,25,Yesil,Acik,2,3
2025-08-26 16:07:43.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,16,1
2025-10-19 06:48:17.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,6,6
2025-08-26 19:51:35.274093,Yeşildere Caddesi,38.405,27.155,79,Kirmizi,Cok Yogun,19,1
2025-12-17 06:25:53.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,6,2
2025-07-15 21:28:21.274093,Talatpaşa Bulvarı,38.432,27.142,16,Yesil,Acik,21,1
2025-07-28 03:00:53.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,3,0
2025-08-22 00:16:48.274093,Altınyol (Anadolu Cad.),38.456,27.175,20,Yesil,Acik,0,4
2025-07-02 03:42:38.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,3,2
2025-11-15 15:40:07.274093,Manas Bulvarı,38.45,27.2,46,Turuncu,Akici Yogun,15,5
2025-10-12 22:05:34.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,22,6
2025-11-20 10:02:42.274093,Yeşildere Caddesi,38.405,27.155,25,Yesil,Acik,10,3
2025-12-21 07:08:20.274093,Altınyol (Anadolu Cad.),38.456,27.175,10,Yesil,Acik,7,6
2025-10-31 18:20:57.274093,Altınyol (Anadolu Cad.),38.456,27.175,84,Kirmizi,Cok Yogun,18,4
2025-11-18 09:45:32.274093,Altınyol (Anadolu Cad.),38.456,27.175,90,Kirmizi,Cok Yogun,9,1
2025-10-26 03:03:59.274093,Altınyol (Anadolu Cad.),38.456,27.175,11,Yesil,Acik,3,6
2025-11-08 00:15:49.274093,Altınyol (Anadolu Cad.),38.456,27.175,17,Yesil,Acik,0,5
2025-12-20 17:00:45.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,17,5
2025-12-07 08:28:55.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,8,6
2025-08-20 08:03:17.274093,Manas Bulvarı,38.45,27.2,76,Kirmizi,Cok Yogun,8,2
2025-12-17 23:54:51.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,23,2
2025-08-13 23:46:17.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,29,Yesil,Acik,23,2
2025-07-25 03:29:23.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,3,4
2025-11-10 13:53:00.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,13,0
2025-10-13 07:12:10.274093,Talatpaşa Bulvarı,38.432,27.142,70,Kirmizi,Cok Yogun,7,0
2025-07-01 02:38:04.274093,Altınyol (Anadolu Cad.),38.456,27.175,17,Yesil,Acik,2,1
2025-07-16 22:10:39.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,22,2
2025-08-31 23:26:01.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,12,Yesil,Acik,23,6
2025-10-21 07:48:10.274093,Talatpaşa Bulvarı,38.432,27.142,69,Turuncu,Akici Yogun,7,1
2025-10-31 13:57:24.274093,Altınyol (Anadolu Cad.),38.456,27.175,19,Yesil,Acik,13,4
2025-12-21 04:37:42.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,4,6
2025-11-22 20:26:01.274093,Talatpaşa Bulvarı,38.432,27.142,18,Yesil,Acik,20,5
2025-09-16 00:56:25.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,0,1
2025-12-19 21:14:06.274093,Manas Bulvarı,38.45,27.2,12,Yesil,Acik,21,4
2025-10-11 09:47:47.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,9,5
2025-09-17 21:25:14.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,21,2
2025-11-10 03:25:49.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,3,0
2025-08-21 13:28:36.274093,Manas Bulvarı,38.45,27.2,14,Yesil,Acik,13,3
2025-08-24 10:15:34.274093,Manas Bulvarı,38.45,27.2,10,Yesil,Acik,10,6
2025-07-19 23:10:04.274093,Altınyol (Anadolu Cad.),38.456,27.175,28,Yesil,Acik,23,5
2025-09-30 13:00:14.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,13,1
2025-09-20 02:11:21.274093,Yeşildere Caddesi,38.405,27.155,22,Yesil,Acik,2,5
2025-07-30 07:37:32.274093,Altınyol (Anadolu Cad.),38.456,27.175,89,Kirmizi,Cok Yogun,7,2
2025-09-09 21:07:54.274093,Altınyol (Anadolu Cad.),38.456,27.175,14,Yesil,Acik,21,1
2025-07-31 13:39:17.274093,Manas Bulvarı,38.45,27.2,22,Yesil,Acik,13,3
2025-11-22 08:21:14.274093,Yeşildere Caddesi,38.405,27.155,27,Yesil,Acik,8,5
2025-11-05 13:13:18.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,13,2
2025-08-18 09:57:10.274093,Talatpaşa Bulvarı,38.432,27.142,75,Kirmizi,Cok Yogun,9,0
2025-09-04 23:22:43.274093,Manas Bulvarı,38.45,27.2,21,Yesil,Acik,23,3
2025-11-22 11:09:39.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,11,5
2025-09-09 19:38:27.274093,Yeşildere Caddesi,38.405,27.155,85,Kirmizi,Cok Yogun,19,1
2025-08-03 00:14:20.274093,Talatpaşa Bulvarı,38.432,27.142,27,Yesil,Acik,0,6
2025-11-21 15:13:29.274093,Altınyol (Anadolu Cad.),38.456,27.175,23,Yesil,Acik,15,4
2025-12-14 20:41:11.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,20,6
2025-11-26 17:16:39.274093,Altınyol (Anadolu Cad.),38.456,27.175,88,Kirmizi,Cok Yogun,17,2
2025-10-15 05:03:56.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,5,2
2025-12-02 04:41:17.274093,Talatpaşa Bulvarı,38.432,27.142,15,Yesil,Acik,4,1
2025-10-08 03:17:39.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,16,Yesil,Acik,3,2
2025-12-22 02:48:12.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,2,0
2025-07-09 17:55:04.274093,Yeşildere Caddesi,38.405,27.155,82,Kirmizi,Cok Yogun,17,2
2025-10-06 01:57:44.274093,Manas Bulvarı,38.45,27.2,12,Yesil,Acik,1,0
2025-07-08 16:32:13.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,16,Yesil,Acik,16,1
2025-11-25 17:08:26.274093,Yeşildere Caddesi,38.405,27.155,87,Kirmizi,Cok Yogun,17,1
2025-10-08 06:56:19.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,6,2
2025-09-26 20:50:22.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,20,4
2025-08-22 17:10:31.274093,Yeşildere Caddesi,38.405,27.155,78,Kirmizi,Cok Yogun,17,4
2025-07-09 23:47:19.274093,Talatpaşa Bulvarı,38.432,27.142,21,Yesil,Acik,23,2
2025-11-04 06:18:09.274093,Yeşildere Caddesi,38.405,27.155,25,Yesil,Acik,6,1
2025-07-15 02:48:39.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,19,Yesil,Acik,2,1
2025-07-25 08:21:16.274093,Altınyol (Anadolu Cad.),38.456,27.175,80,Kirmizi,Cok Yogun,8,4
2025-10-10 19:30:49.274093,Altınyol (Anadolu Cad.),38.456,27.175,83,Kirmizi,Cok Yogun,19,4
2025-12-03 09:19:49.274093,Yeşildere Caddesi,38.405,27.155,83,Kirmizi,Cok Yogun,9,2
2025-11-18 07:29:24.274093,Manas Bulvarı,38.45,27.2,73,Kirmizi,Cok Yogun,7,1
2025-12-12 07:44:10.274093,Yeşildere Caddesi,38.405,27.155,71,Kirmizi,Cok Yogun,7,4
2025-12-08 17:47:53.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,80,Kirmizi,Cok Yogun,17,0
2025-08-09 06:02:17.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,6,5
2025-07-20 18:05:50.274093,Talatpaşa Bulvarı,38.432,27.142,13,Yesil,Acik,18,6
2025-12-07 13:10:33.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,64,Turuncu,Akici Yogun,13,6
2025-07-21 15:45:04.274093,Talatpaşa Bulvarı,38.432,27.142,11,Yesil,Acik,15,0
2025-10-11 02:12:57.274093,Manas Bulvarı,38.45,27.2,17,Yesil,Acik,2,5
2025-07-19 08:38:44.274093,Manas Bulvarı,38.45,27.2,15,Yesil,Acik,8,5
2025-10-18 03:59:55.274093,Manas Bulvarı,38.45,27.2,10,Yesil,Acik,3,5
2025-07-23 21:14:52.274093,Yeşildere Caddesi,38.405,27.155,27,Yesil,Acik,21,2
2025-07-20 01:50:44.274093,Talatpaşa Bulvarı,38.432,27.142,21,Yesil,Acik,1,6
2025-09-10 19:19:41.274093,Yeşildere Caddesi,38.405,27.155,92,Kirmizi,Cok Yogun,19,2
2025-07-27 09:15:25.274093,Yeşildere Caddesi,38.405,27.155,22,Yesil,Acik,9,6
2025-08-20 05:28:46.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,5,2
2025-09-01 22:10:27.274093,Talatpaşa Bulvarı,38.432,27.142,23,Yesil,Acik,22,0
2025-08-01 13:36:39.274093,Talatpaşa Bulvarı,38.432,27.142,22,Yesil,Acik,13,4
2025-11-27 03:23:10.274093,Manas Bulvarı,38.45,27.2,15,Yesil,Acik,3,3
2025-12-02 18:10:40.274093,Manas Bulvarı,38.45,27.2,89,Kirmizi,Cok Yogun,18,1
2025-08-09 05:38:26.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,5,5
2025-12-09 13:16:51.274093,Talatpaşa Bulvarı,38.432,27.142,11,Yesil,Acik,13,1
2025-11-06 01:40:05.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,1,3
2025-09-29 00:37:03.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,0,0
2025-10-28 22:19:29.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,22,1
2025-07-08 11:08:23.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,13,Yesil,Acik,11,1
2025-07-03 09:10:35.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,74,Kirmizi,Cok Yogun,9,3
2025-10-09 05:44:19.274093,Manas Bulvarı,38.45,27.2,19,Yesil,Acik,5,3
2025-12-12 19:42:05.274093,Altınyol (Anadolu Cad.),38.456,27.175,80,Kirmizi,Cok Yogun,19,4
2025-08-21 05:27:16.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,5,3
2025-07-17 02:08:47.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,2,3
2025-06-29 10:31:58.274093,Altınyol (Anadolu Cad.),38.456,27.175,29,Yesil,Acik,10,6
2025-07-11 03:48:41.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,12,Yesil,Acik,3,4
2025-06-30 10:10:14.274093,Altınyol (Anadolu Cad.),38.456,27.175,20,Yesil,Acik,10,0
2025-08-06 23:56:53.274093,Yeşildere Caddesi,38.405,27.155,20,Yesil,Acik,23,2
2025-09-29 16:49:37.274093,Manas Bulvarı,38.45,27.2,23,Yesil,Acik,16,0
2025-12-10 08:33:30.274093,Altınyol (Anadolu Cad.),38.456,27.175,86,Kirmizi,Cok Yogun,8,2
2025-07-02 19:33:54.274093,Talatpaşa Bulvarı,38.432,27.142,80,Kirmizi,Cok Yogun,19,2
2025-07-28 04:45:54.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,24,Yesil,Acik,4,0
2025-10-12 10:02:21.274093,Yeşildere Caddesi,38.405,27.155,14,Yesil,Acik,10,6
2025-08-29 04:18:30.274093,Altınyol (Anadolu Cad.),38.456,27.175,10,Yesil,Acik,4,4
2025-09-13 03:16:24.274093,Yeşildere Caddesi,38.405,27.155,27,Yesil,Acik,3,5
2025-09-03 12:23:50.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,24,Yesil,Acik,12,2
2025-07-11 02:06:08.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,21,Yesil,Acik,2,4
2025-10-27 22:09:29.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,22,0
2025-12-11 11:08:28.274093,Talatpaşa Bulvarı,38.432,27.142,22,Yesil,Acik,11,3
2025-11-18 19:54:52.274093,Talatpaşa Bulvarı,38.432,27.142,94,Kirmizi,Cok Yogun,19,1
2025-07-17 21:01:43.274093,Yeşildere Caddesi,38.405,27.155,22,Yesil,Acik,21,3
2025-07-13 03:25:34.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,25,Yesil,Acik,3,6
2025-09-24 12:34:04.274093,Talatpaşa Bulvarı,38.432,27.142,26,Yesil,Acik,12,2
2025-12-17 00:39:16.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,0,2
2025-07-15 10:39:59.274093,Talatpaşa Bulvarı,38.432,27.142,26,Yesil,Acik,10,1
2025-07-27 17:32:18.274093,Altınyol (Anadolu Cad.),38.456,27.175,20,Yesil,Acik,17,6
2025-08-23 10:29:13.274093,Yeşildere Caddesi,38.405,27.155,19,Yesil,Acik,10,5
2025-10-18 16:47:53.274093,Yeşildere Caddesi,38.405,27.155,43,Turuncu,Akici Yogun,16,5
2025-09-27 18:50:17.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,18,5
2025-06-29 07:39:18.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,20,Yesil,Acik,7,6
2025-09-22 21:31:39.274093,Talatpaşa Bulvarı,38.432,27.142,16,Yesil,Acik,21,0
2025-08-30 17:09:42.274093,Altınyol (Anadolu Cad.),38.456,27.175,29,Yesil,Acik,17,5
2025-07-29 03:41:33.274093,Talatpaşa Bulvarı,38.432,27.142,19,Yesil,Acik,3,1
2025-12-01 15:22:56.274093,Manas Bulvarı,38.45,27.2,27,Yesil,Acik,15,0
2025-09-30 01:40:00.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,1,1
2025-08-31 03:16:01.274093,Altınyol (Anadolu Cad.),38.456,27.175,16,Yesil,Acik,3,6
2025-08-16 09:40:06.274093,Altınyol (Anadolu Cad.),38.456,27.175,18,Yesil,Acik,9,5
2025-06-30 01:38:36.274093,Yeşildere Caddesi,38.405,27.155,28,Yesil,Acik,1,0
2025-09-28 23:52:44.274093,Manas Bulvarı,38.45,27.2,16,Yesil,Acik,23,6
2025-11-30 07:15:07.274093,Talatpaşa Bulvarı,38.432,27.142,19,Yesil,Acik,7,6
2025-11-20 15:22:37.274093,Yeşildere Caddesi,38.405,27.155,23,Yesil,Acik,15,3
2025-07-12 21:34:01.274093,Manas Bulvarı,38.45,27.2,18,Yesil,Acik,21,5
2025-11-14 06:09:13.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,15,Yesil,Acik,6,4
2025-10-16 17:56:09.274093,Altınyol (Anadolu Cad.),38.456,27.175,79,Kirmizi,Cok Yogun,17,3
2025-10-03 16:43:26.274093,Altınyol (Anadolu Cad.),38.456,27.175,25,Yesil,Acik,16,4
2025-12-15 10:42:37.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,10,0
2025-11-11 20:24:27.274093,Talatpaşa Bulvarı,38.432,27.142,21,Yesil,Acik,20,1
2025-09-24 11:05:07.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,11,2
2025-10-26 05:38:11.274093,Yeşildere Caddesi,38.405,27.155,20,Yesil,Acik,5,6
2025-07-07 23:08:12.274093,Talatpaşa Bulvarı,38.432,27.142,21,Yesil,Acik,23,0
2025-11-09 12:39:22.274093,Yeşildere Caddesi,38.405,27.155,21,Yesil,Acik,12,6
2025-11-27 13:15:15.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,13,3
2025-12-08 23:46:12.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,23,0
2025-08-15 13:47:58.274093,Talatpaşa Bulvarı,38.432,27.142,16,Yesil,Acik,13,4
2025-12-12 02:15:43.274093,Manas Bulvarı,38.45,27.2,11,Yesil,Acik,2,4
2025-09-14 07:13:29.274093,Altınyol (Anadolu Cad.),38.456,27.175,19,Yesil,Acik,7,6
2025-10-21 06:27:01.274093,Yeşildere Caddesi,38.405,27.155,29,Yesil,Acik,6,1
2025-12-04 14:28:03.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,16,Yesil,Acik,14,3
2025-12-01 03:04:58.274093,Yeşildere Caddesi,38.405,27.155,27,Yesil,Acik,3,0
2025-07-27 15:17:51.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,63,Turuncu,Akici Yogun,15,6
2025-11-05 06:07:56.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,22,Yesil,Acik,6,2
2025-07-10 10:54:34.274093,Manas Bulvarı,38.45,27.2,13,Yesil,Acik,10,3
2025-07-22 02:05:26.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,2,1
2025-07-07 13:25:16.274093,Yeşildere Caddesi,38.405,27.155,28,Yesil,Acik,13,0
2025-10-18 22:45:05.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,22,5
2025-10-27 02:26:52.274093,Talatpaşa Bulvarı,38.432,27.142,19,Yesil,Acik,2,0
2025-09-14 00:37:18.274093,Yeşildere Caddesi,38.405,27.155,16,Yesil,Acik,0,6
2025-08-04 05:45:57.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,10,Yesil,Acik,5,0
2025-07-18 21:51:35.274093,Manas Bulvarı,38.45,27.2,29,Yesil,Acik,21,4
2025-08-22 23:36:05.274093,Yeşildere Caddesi,38.405,27.155,24,Yesil,Acik,23,4
2025-11-22 17:22:26.274093,Talatpaşa Bulvarı,38.432,27.142,28,Yesil,Acik,17,5
2025-07-17 13:25:15.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,13,3
2025-12-20 12:00:17.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,12,5
2025-10-13 06:57:29.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,11,Yesil,Acik,6,0
2025-09-21 10:45:58.274093,Altınyol (Anadolu Cad.),38.456,27.175,26,Yesil,Acik,10,6
2025-07-01 05:29:01.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,21,Yesil,Acik,5,1
2025-07-23 12:27:34.274093,Manas Bulvarı,38.45,27.2,18,Yesil,Acik,12,2
2025-10-21 00:12:49.274093,Yeşildere Caddesi,38.405,27.155,29,Yesil,Acik,0,1
2025-11-14 07:01:58.274093,Manas Bulvarı,38.45,27.2,83,Kirmizi,Cok Yogun,7,4
2025-10-21 03:33:24.274093,Yeşildere Caddesi,38.405,27.155,28,Yesil,Acik,3,1
2025-12-09 20:37:42.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,20,1
2025-08-18 03:12:38.274093,Altınyol (Anadolu Cad.),38.456,27.175,29,Yesil,Acik,3,0
2025-09-03 01:17:13.274093,Talatpaşa Bulvarı,38.432,27.142,24,Yesil,Acik,1,2
2025-11-21 07:49:19.274093,Altınyol (Anadolu Cad.),38.456,27.175,84,Kirmizi,Cok Yogun,7,4
2025-12-08 00:17:20.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,17,Yesil,Acik,0,0
2025-11-23 18:31:59.274093,Altınyol (Anadolu Cad.),38.456,27.175,11,Yesil,Acik,18,6
2025-07-31 13:41:07.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,12,Yesil,Acik,13,3
2025-11-07 16:10:03.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,16,4
2025-08-21 13:00:36.274093,Manas Bulvarı,38.45,27.2,20,Yesil,Acik,13,3
2025-08-19 04:22:59.274093,Altınyol (Anadolu Cad.),38.456,27.175,22,Yesil,Acik,4,1
2025-08-21 15:23:19.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,29,Yesil,Acik,15,3
2025-08-05 13:08:51.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,18,Yesil,Acik,13,1
2025-09-25 06:08:32.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,28,Yesil,Acik,6,3
2025-07-31 06:17:02.274093,Manas Bulvarı,38.45,27.2,16,Yesil,Acik,6,3
2025-07-10 07:09:53.274093,Yeşildere Caddesi,38.405,27.155,83,Kirmizi,Cok Yogun,7,3
2025-10-04 03:12:30.274093,Yeşildere Caddesi,38.405,27.155,12,Yesil,Acik,3,5
2025-11-21 12:37:36.274093,Altınyol (Anadolu Cad.),38.456,27.175,14,Yesil,Acik,12,4
2025-08-19 00:12:06.274093,Talatpaşa Bulvarı,38.432,27.142,10,Yesil,Acik,0,1
2025-06-29 01:02:53.274093,Talatpaşa Bulvarı,38.432,27.142,11,Yesil,Acik,1,6
2025-11-29 11:57:36.274093,Yeşildere Caddesi,38.405,27.155,27,Yesil,Acik,11,5
2025-09-27 00:35:32.274093,Manas Bulvarı,38.45,27.2,26,Yesil,Acik,0,5
2025-10-19 03:31:36.274093,Mustafa Kemal Sahil Blv,38.4115,27.128,18,Yesil,Acik,3,6
2025-10-21 00:10:35.274093,Manas Bulvarı,38.45,27.2,11,Yesil,Acik,0,1
2025-10-09 12:00:43.274093,Yeşildere Caddesi,38.405,27.155,10,Yesil,Acik,12,3
